Category	Msg	Pattern
web-application-attack	ET ACTIVEX Sun Java Runtime Environment ActiveX Control Multiple Remote Buffer Overflow	"/(setInstallerType|setAdditionalPackages|installLatestJRE|compareVersion|installJRE|getStaticCLSID|launch)/i"
attempted-user	ET ACTIVEX JuniperSetup Control Buffer Overflow	"/param[^>]*name\s*=\s*["']?productname["']?[^>]*\s+value\s*=\s*(['"])((?!\1).|\\['"]){200}/Ri"
trojan-activity	ET DELETED Agent.END	"/MyValue=[a-f0-9]{32}/Ui"
trojan-activity	ET DELETED Casalemedia.com Related User Agent (0 0 ...)	"/\x0d\x0aUser-Agent\: 0\:0\:[^\n]{120}/"
trojan-activity	ET DELETED Unidentified Spyware User Agent (0 0 + 128 chars)	"/User-Agent\: 0\:0\:[^\x0a|\x0d]{128}/"
attempted-user	ET ACTIVEX Possible EMC Captiva QuickScan Pro KeyWorks KeyHelp Module keyhelp.ocx ActiveX Control Remote Buffer Overflow Attempt	"/<OBJECT\s+[^>]*classid\s*=\s*[\x22\x27]?\s*clsid\s*\x3a\s*\x7B?\s*B7ECFD41-BE62-11D2-B9A8-00104B138C8C/si"
web-application-attack	ET ACTIVEX LEADTOOLS Multimedia Toolkit 15 Arbitrary Files Overwrite	"/.*\.(ini|exe|dll|bat|com|cab|txt)/iR"
attempted-user	ET ACTIVEX Liquid XML Studio 2010 OpenFile Method Remote Heap Overflow Attempt	"/<OBJECT\s+[^>]*classid\s*=\s*[\x22\x27]?\s*clsid\s*\x3a\s*\x7B?\s*E68E401C-7DB0-4F3A-88E1-159882468A79/si"
web-application-attack	ET ACTIVEX Logitech VideoCall ActiveX Start method buffer overflow Attempt	"/<OBJECT\s+[^>]*classid\s*=\s*[\x22\x27]?\s*clsid\s*\x3a\s*\x7B?\s*BF4C7B03-F381-4544-9A33-CB6DAD2A87CD/si"
web-application-attack	ET ACTIVEX SAP GUI vsflexGrid ActiveX Buffer Overflow Function call Attempt	"/(Text|EditSelText|EditText|CellFontName|Archive)/i"
attempted-user	ET ACTIVEX AOL 9.5 ActiveX control Import method Heap Overflow Attempt	"/<OBJECT\s+[^>]*classid\s*=\s*[\x22\x27]?\s*clsid\s*\x3a\s*\x7B?\s*A105BD70-BF56-4D10-BC91-41C88321F47C/si"
web-application-attack	ET WEB_CLIENT RealPlayer/Helix Player Format String Exploit	"/<[^>%]*%/R"
misc-attack	ET WEB_CLIENT Attempt to execute VBScript code	"/(((URL|SRC|HREF|LOWSRC)[\s]*=)|(url[\s]*[\(]))[\s]*['"]*vbscript[\:]/i"
misc-attack	ET WEB_CLIENT Stealth attempt to execute Javascript code	"/(((URL|SRC|HREF|LOWSRC)[\s]*=)|(url[\s]*[\(]))[\s]*['"]*[\x09\x0a\x0b\x0c\x0d]*j[\x09\x0a\x0b\x0c\x0d]*a[\x09\x0a\x0b\x0c\x0d]*v[\x09\x0a\x0b\x0c\x0d]*a[\x09\x0a\x0b\x0c\x0d]*s[\x09\x0a\x0b\x0c\x0d]*c[\x09\x0a\x0b\x0c\x0d]*r[\x09\x0a\x0b\x0c\x0d]*i[\x09\x0a\x0b\x0c\x0d]*p[\x09\x0a\x0b\x0c\x0d]*t[\x09\x0a\x0b\x0c\x0d]*[\:]/i"
misc-attack	ET WEB_CLIENT Stealth attempt to execute VBScript code	"/(((URL|SRC|HREF|LOWSRC)[\s]*=)|(url[\s]*[\(]))[\s]*['"]*[\x09\x0a\x0b\x0c\x0d]*v[\x09\x0a\x0b\x0c\x0d]*b[\x09\x0a\x0b\x0c\x0d]*s[\x09\x0a\x0b\x0c\x0d]*c[\x09\x0a\x0b\x0c\x0d]*r[\x09\x0a\x0b\x0c\x0d]*i[\x09\x0a\x0b\x0c\x0d]*p[\x09\x0a\x0b\x0c\x0d]*t[\x09\x0a\x0b\x0c\x0d]*[\:]/i"
misc-attack	ET WEB_CLIENT Stealth attempt to access SHELL#=#=	"/(((URL|SRC|HREF|LOWSRC)[\s]*=)|(url[\s]*[\(]))[\s]*['"]*[\x09\x0a\x0b\x0c\x0d]*s[\x09\x0a\x0b\x0c\x0d]*h[\x09\x0a\x0b\x0c\x0d]*e[\x09\x0a\x0b\x0c\x0d]*l[\x09\x0a\x0b\x0c\x0d]*l[\x09\x0a\x0b\x0c\x0d]*[\:]/i"
misc-activity	ET WEB_CLIENT Javascript execution with expression eval	"/expression[\s]*\([\s]*eval[\s]*\([\s]*String\.fromCharCode[\s]*\(([\s]*[\d]+[\s]*,){20}/i"
misc-activity	ET WEB_CLIENT Javascript execution with expression eval hex	"/expression[\s]*\([\s]*eval[\s]*\([\s]*String\.fromCharCode[\s]*\(([\s]*0x[\da-fA-F]+[\s]*,){20}/i"
attempted-user	ET WEB_CLIENT Microsoft IE FTP URL Arbitrary Command Injection	"/ftp\://[^\' \"]*%0a/i"
web-application-attack	ET DELETED COM Object Instantiation Memory Corruption Vulnerability (group 2)	"/01E04581-4EEE-11D0-BFE9-00AA005B4383|AF604EFE-8897-11D1-B944-00A0C90312E1|7849596A-48EA-486E-8937-A2A3009F31A9|FBEB8A05-BEEE-4442-804E-409D6C4515E9|3050F391-98B5-11CF-BB82-00AA00BDCE0B|8EE42293-C315-11D0-8D6F-00A0C9A06E1F|2A6EB050-7F1C-11CE-BE57-00AA0051FE20|510A4910-7F1C-11CE-BE57-00AA0051FE20|6D36CE10-7F1C-11CE-BE57-00AA0051FE20|860D28D0-8BF4-11CE-BE59-00AA0051FE20|9478F640-7F1C-11CE-BE57-00AA0051FE20|B0516FF0-7F1C-11CE-BE57-00AA0051FE20|D99F7670-7F1A-11CE-BE57-00AA0051FE20/i"
attempted-user	ET ACTIVEX Possible Novell iPrint Client Browser Plugin ExecuteRequest debug Parameter Stack Overflow Attempt	"/<OBJECT\s+[^>]*classid\s*=\s*[\x22\x27]?\s*clsid\s*\x3a\s*\x7B?\s*36723f97-7aa0-11d4-8919-ff2d71d0d32c/si"
bad-unknown	ET WEB_CLIENT Possible String.FromCharCode Javascript Obfuscation Attempt	"/String\x2EFromCharCode\x28[0-9]{1,3}/i"
attempted-user	ET ACTIVEX Apple QuickTime _Marshaled_pUnk Backdoor Param Arbitrary Code Execution Attempt	"/<OBJECT\s+[^>]*classid\s*=\s*[\x22\x27]?\s*clsid\s*\x3a\s*\x7B?\s*02BF25D5-8C17-4B23-BC80-D3488ABDDC6B/si"
misc-attack	ET WEB_CLIENT Mozilla Firefox Window.Open Document URI Spoofing Attempt	"/(window|w)\x2Estop/i"
web-application-attack	ET WEB_SPECIFIC_APPS WBBlog SQL Injection Attempt -- index.php e_id SELECT	"/SELECT.+FROM/Ui"
web-application-attack	ET WEB_SPECIFIC_APPS WBBlog SQL Injection Attempt -- index.php e_id UNION SELECT	"/UNION\s+SELECT/Ui"
web-application-attack	ET WEB_SPECIFIC_APPS WBBlog SQL Injection Attempt -- index.php e_id INSERT	"/INSERT.+INTO/Ui"
web-application-attack	ET WEB_SPECIFIC_APPS WBBlog SQL Injection Attempt -- index.php e_id DELETE	"/DELETE.+FROM/Ui"
web-application-attack	ET WEB_SPECIFIC_APPS WBBlog SQL Injection Attempt -- index.php e_id ASCII	"/ASCII\(.+SELECT/Ui"
web-application-attack	ET WEB_SPECIFIC_APPS WBBlog SQL Injection Attempt -- index.php e_id UPDATE	"/UPDATE.+SET/Ui"
web-application-attack	ET WEB_SPECIFIC_APPS WB News global.php config Parameter Remote File Inclusion	"/config\[installdir\]=\s*(ftps?|https?|php)\:\//Ui"
web-application-attack	ET WEB_SPECIFIC_APPS WF-Links (wflinks) SQL Injection Attempt -- viewcat.php cid UNION SELECT	"/.+UNION\s+SELECT/Ui"
web-application-attack	ET WEB_SPECIFIC_APPS WF-Links (wflinks) SQL Injection Attempt -- viewcat.php cid INSERT	"/.+INSERT.+INTO/Ui"
web-application-attack	ET WEB_SPECIFIC_APPS WF-Links (wflinks) SQL Injection Attempt -- viewcat.php cid DELETE	"/.+DELETE.+FROM/Ui"
web-application-attack	ET WEB_SPECIFIC_APPS WF-Links (wflinks) SQL Injection Attempt -- viewcat.php cid ASCII	"/.+ASCII\(.+SELECT/Ui"
web-application-attack	ET WEB_SPECIFIC_APPS WF-Links (wflinks) SQL Injection Attempt -- viewcat.php cid UPDATE	"/.+UPDATE.+SET/Ui"
web-application-attack	ET WEB_SPECIFIC_APPS WPS wps_shop.cgi Remote Command Execution Attempt	"/(art=\|.+\|)/"
policy-violation	ET CHAT Possible MSN Messenger File Transfer	"/appid\x3a\s+2/i"
not-suspicious	ET POLICY McAfee Update User Agent (McAfee AutoUpdate)	"/User-Agent\x3a[^\n]+McAfee AutoUpdate/i"
policy-violation	ET POLICY Winamp Streaming User Agent	"/User-Agent\x3a[^\n]+Winamp/Hi"
web-application-attack	ET DELETED Way Of The Warrior visualizza.php plancia Parameter Local File Inclusion	"/(\.\.\/){1,}/U"
command-and-control	ET MALWARE Silon Encrypted Data POST to C&C	"/\.php\?i=\w+_[0-9A-F]{8}&k=\d+$/Ui"
trojan-activity	ET MALWARE BackDoor-EGB Check-in	"/.asp\?username=.+&serverMac=([0-9A-F]{2}-){5}[0-9A-F]{2}&edition=/Ui"
trojan-activity	ET MALWARE smain?scout=acxc Generic Download landing	"/\/smain\?scout=acxc[a-z]{3}$/Ui"
trojan-activity	ET MALWARE Virtumonde Variant Reporting to Controller via HTTP	"/\?sid=[0-9A-F]{180}/U"
trojan-activity	ET MALWARE Virut Counter/Check-in	"/.asp\?mac=([0-9A-F]{2}-){5}([0-9A-F]{2})/Ui"
trojan-activity	ET MALWARE Warezov/Stration Communicating with Controller 2	"/\/chr\/\d+\/e\/t\d+\?lid=/Ui"
trojan-activity	ET DELETED Possible Warezov/Stration Data Post to Controller (pr2.cgi)	"/\/cgi-bin\/pr2\.cgi\?[a-zA-Z0-9]{172}/Ui"
command-and-control	ET MALWARE Win32.Small.yml or Related HTTP Checkin	"/mac=([0-9A-F]{2}:){5}([0-9A-F]{2})/Ui"
trojan-activity	ET POLICY Possible Ecard Trojan download	"/(gif|car(d|tao)|jpe?g)\.exe$/Ui"
web-application-attack	ET EXPLOIT GuppY error.php POST Arbitrary Remote Code Execution	"/Cookie\:\ +REMOTE_ADDR=/i"
attempted-user	ET ACTIVEX Possible Java Deployment Toolkit CSLID Command Execution Attempt	"/<OBJECT\s+[^>]*classid\s*=\s*[\x22\x27]?\s*clsid\s*\x3a\s*\x7B?\s*CAFEEFAC-DEC7-0000-0000-ABCDEFFEDCBA/si"
attempted-user	ET ACTIVEX Possible NOS Microsystems Adobe Reader/Acrobat getPlus Get_atlcomHelper ActiveX Control Multiple Stack Overflows Remote Code Execution Attempt	"/<OBJECT\s+[^>]*classid\s*=\s*[\x22\x27]?\s*clsid\s*\x3a\s*\x7B?\s*E2883E8F-472F-4fb0-9522-AC9BF37916A7.+offer-(ineligible|preinstalled|declined|accepted)/si"
attempted-user	ET ACTIVEX Possible NOS Microsystems Adobe Reader/Acrobat getPlus Get_atlcom Helper ActiveX Control Multiple Stack Overflows Remote Code Execution Attempt	"/<OBJECT\s+[^>]*classid\s*=\s*[\x22\x27]?\s*clsid\s*\x3a\s*\x7B?\s*E2883E8F-472F-4fb0-9522-AC9BF37916A7.+(service-url|banner|noexec|OS|Lang|return-page|core-product|userid|itemid|_c[xy]|sec-param|secparam)/si"
web-application-attack	ET ACTIVEX Vulnerable Microsoft Video ActiveX CLSID access (30)	"/<OBJECT\s+[^>]*classid\s*=\s*[\x22\x27]?\s*clsid\s*\x3a\s*\x7B?\s*AD8E510D-217F-409B-8076-29C5E73B98E8/si"
web-application-attack	ET ACTIVEX Vulnerable Microsoft Video ActiveX CLSID access (31)	"/<OBJECT\s+[^>]*classid\s*=\s*[\x22\x27]?\s*clsid\s*\x3a\s*\x7B?\s*B0EDF163-910A-11D2-B632-00C04F79498E/si"
web-application-attack	ET ACTIVEX Vulnerable Microsoft Video ActiveX CLSID access (32)	"/<OBJECT\s+[^>]*classid\s*=\s*[\x22\x27]?\s*clsid\s*\x3a\s*\x7B?\s*B64016F3-C9A2-4066-96F0-BD9563314726/si"
web-application-attack	ET ACTIVEX Vulnerable Microsoft Video ActiveX CLSID access (33)	"/<OBJECT\s+[^>]*classid\s*=\s*[\x22\x27]?\s*clsid\s*\x3a\s*\x7B?\s*BB530C63-D9DF-4B49-9439-63453962E598/si"
web-application-attack	ET ACTIVEX Vulnerable Microsoft Video ActiveX CLSID access (34)	"/<OBJECT\s+[^>]*classid\s*=\s*[\x22\x27]?\s*clsid\s*\x3a\s*\x7B?\s*C531D9FD-9685-4028-8B68-6E1232079F1E/si"
web-application-attack	ET ACTIVEX Vulnerable Microsoft Video ActiveX CLSID access (35)	"/<OBJECT\s+[^>]*classid\s*=\s*[\x22\x27]?\s*clsid\s*\x3a\s*\x7B?\s*C5702CCC-9B79-11D3-B654-00C04F79498E/si"
web-application-attack	ET ACTIVEX Vulnerable Microsoft Video ActiveX CLSID access (37)	"/<OBJECT\s+[^>]*classid\s*=\s*[\x22\x27]?\s*clsid\s*\x3a\s*\x7B?\s*C5702CCE-9B79-11D3-B654-00C04F79498E/si"
web-application-attack	ET ACTIVEX Snapshot Viewer for Microsoft Access ActiveX Control Arbitrary File Download (1)	"/(SnapshotPath|CompressedPath|PrintSnapshot)/i"
web-application-attack	ET ACTIVEX Snapshot Viewer for Microsoft Access ActiveX Control Arbitrary File Download (1)	"/(exe|bat|com|dll|ini)/i"
web-application-attack	ET ACTIVEX Vulnerable Microsoft Video ActiveX CLSID access (38)	"/<OBJECT\s+[^>]*classid\s*=\s*[\x22\x27]?\s*clsid\s*\x3a\s*\x7B?\s*C5702CCF-9B79-11D3-B654-00C04F79498E/si"
web-application-attack	ET ACTIVEX Vulnerable Microsoft Video ActiveX CLSID access (40)	"/<OBJECT\s+[^>]*classid\s*=\s*[\x22\x27]?\s*clsid\s*\x3a\s*\x7B?\s*C6B14B32-76AA-4A86-A7AC-5C79AAF58DA7/si"
web-application-attack	ET ACTIVEX Vulnerable Microsoft Video ActiveX CLSID access (41)	"/<OBJECT\s+[^>]*classid\s*=\s*[\x22\x27]?\s*clsid\s*\x3a\s*\x7B?\s*CAAFDD83-CEFC-4E3D-BA03-175F17A24F91/si"
web-application-attack	ET ACTIVEX Vulnerable Microsoft Video ActiveX CLSID access (42)	"/<OBJECT\s+[^>]*classid\s*=\s*[\x22\x27]?\s*clsid\s*\x3a\s*\x7B?\s*D02AAC50-027E-11D3-9D8E-00C04F72D980/si"
web-application-attack	ET ACTIVEX Vulnerable Microsoft Video ActiveX CLSID access (44)	"/<OBJECT\s+[^>]*classid\s*=\s*[\x22\x27]?\s*clsid\s*\x3a\s*\x7B?\s*FA7C375B-66A7-4280-879D-FD459C84BB02/si"
web-application-attack	ET ACTIVEX Vulnerable Microsoft Video ActiveX CLSID access (1)	"/<OBJECT\s+[^>]*classid\s*=\s*[\x22\x27]?\s*clsid\s*\x3a\s*\x7B?\s*011B3619-FE63-4814-8A84-15A194CE9CE3/si"
web-application-attack	ET ACTIVEX Vulnerable Microsoft Video ActiveX CLSID access (2)	"/<OBJECT\s+[^>]*classid\s*=\s*[\x22\x27]?\s*clsid\s*\x3a\s*\x7B?\s*0149EEDF-D08F-4142-8D73-D23903D21E90/si"
web-application-attack	ET ACTIVEX Vulnerable Microsoft Video ActiveX CLSID access (3)	"/<OBJECT\s+[^>]*classid\s*=\s*[\x22\x27]?\s*clsid\s*\x3a\s*\x7B?\s*0369B4E5-45B6-11D3-B650-00C04F79498E/si"
web-application-attack	ET ACTIVEX Vulnerable Microsoft Video ActiveX CLSID access (4)	"/<OBJECT\s+[^>]*classid\s*=\s*[\x22\x27]?\s*clsid\s*\x3a\s*\x7B?\s*0369B4E6-45B6-11D3-B650-00C04F79498E/si"
web-application-attack	ET ACTIVEX Vulnerable Microsoft Video ActiveX CLSID access (5)	"/<OBJECT\s+[^>]*classid\s*=\s*[\x22\x27]?\s*clsid\s*\x3a\s*\x7B?\s*055CB2D7-2969-45CD-914B-76890722F112/si"
web-application-attack	ET ACTIVEX Vulnerable Microsoft Video ActiveX CLSID access (6)	"/<OBJECT\s+[^>]*classid\s*=\s*[\x22\x27]?\s*clsid\s*\x3a\s*\x7B?\s*15D6504A-5494-499C-886C-973C9E53B9F1/si"
attempted-user	ET ACTIVEX Possible AOL IWinAmp ActiveX ConvertFile Buffer Overflow Attempt	"/<OBJECT\s+[^>]*classid\s*=\s*[\x22\x27]?\s*clsid\s*\x3a\s*\x7B?\s*FE0BD779-44EE-4A4B-AA2E-743C63F2E5E6/si"
attempted-user	ET ACTIVEX Possible AOL 9.5 BindToFile Heap Overflow Attempt	"/<OBJECT\s+[^>]*classid\s*=\s*[\x22\x27]?\s*clsid\s*\x3a\s*\x7B?\s*BC8A96C6-3909-11D5-9001-00C04F4C3B9F/si"
attempted-user	ET ACTIVEX Possible Acer LunchApp Arbitrary Code Exucution Attempt	"/<OBJECT\s+[^>]*classid\s*=\s*[\x22\x27]?\s*clsid\s*\x3a\s*\x7B?\s*3895DD35-7573-11D2-8FED-00606730D3AA/si"
web-application-attack	ET ACTIVEX Adobe Shockwave Player ActiveX Control Buffer Overflow clsid access	"/<OBJECT\s+[^>]*classid\s*=\s*[\x22\x27]?\s*clsid\s*\x3a\s*\x7B?\s*233C1507-6A77-46A4-9443-F871F945D258/si"
web-application-attack	ET ACTIVEX Akamai Download Manager Stack Buffer Overflow CLSID Access 2	"/<OBJECT\s+[^>]*classid\s*=\s*[\x22\x27]?\s*clsid\s*\x3a\s*\x7B?\s*2AF5BD25-90C5-4EEC-88C5-B44DC2905D8B/si"
web-application-attack	ET ACTIVEX Akamai Download Manager Stack Buffer Overflow CLSID Access 3	"/<OBJECT\s+[^>]*classid\s*=\s*[\x22\x27]?\s*clsid\s*\x3a\s*\x7B?\s*FFBB3F3B-0A5A-4106-BE53-DFE1E2340CB1/si"
attempted-user	ET ACTIVEX Possible Symantec Altiris Deployment Solution AeXNSPkgDLLib.dll ActiveX Control DownloadAndInstall Method Arbitrary Code Execution Attempt	"/<OBJECT\s+[^>]*classid\s*=\s*[\x22\x27]?\s*clsid\s*\x3a\s*\x7B?\s*63716E93-033D-48B0-8A2F-8E8473FD7AC7/si"
attempted-user	ET ACTIVEX AOLShare ActiveX AppString method denial of service Attempt	"/<OBJECT\s+[^>]*classid\s*=\s*[\x22\x27]?\s*clsid\s*\x3a\s*\x7B?\s*18477169-4752-41DC-AB0F-C50EBA75641D/si"
attempted-user	ET ACTIVEX Possible Attachmate Reflection X ActiveX Control 'ControlID' Buffer Overflow Attempt	"/<OBJECT\s+[^>]*classid\s*=\s*[\x22\x27]?\s*clsid\s*\x3a\s*\x7B?\s*15B168B2-AD3C-11D1-A8D8-00A0C9200E61/si"
web-application-attack	ET ACTIVEX Autodesk IDrop Indicator ActiveX Control Memory Corruption	"/(Src|Background|PackageXml)/i"
attempted-user	ET ACTIVEX Possible Black Ice Printer Driver Resource Toolkit ActiveX Control EnableStartApplication/EnableStartBeforePrint/EnableKeepExistingFiles/EnablePassParameters Buffer Overflow Attempt	"/<OBJECT\s+[^>]*classid\s*=\s*[\x22\x27]?\s*clsid\s*\x3a\s*\x7B?\s*1503569A-0AE2-4333-B6E6-466AB0BC73E5\s*(EnableKeepExistingFiles|EnableStartApplication|EnableStartBeforePrint|EnablePassParameters)/si"
attempted-user	ET ACTIVEX Possible Black Ice Printer Driver Resource Toolkit ActiveX Control SetApplicationPath/SetStartApplicationParamCode/SetCustomStartAppParameter Buffer Overflow Attempt	"/<OBJECT\s+[^>]*classid\s*=\s*[\x22\x27]?\s*clsid\s*\x3a\s*\x7B?\s*1503569A-0AE2-4333-B6E6-466AB0BC73E5\s*(SetApplicationPath|SetStartApplicationParamCode|SetCustomStartAppParameter)/si"
attempted-user	ET ACTIVEX Possible Black Ice Printer Driver Resource Toolkit ActiveX Control SaveBlackIceDEVMODE Buffer Overflow Attempt	"/<OBJECT\s+[^>]*classid\s*=\s*[\x22\x27]?\s*clsid\s*\x3a\s*\x7B?\s*1503569A-0AE2-4333-B6E6-466AB0BC73E5/si"
web-application-attack	ET ACTIVEX Charm Real Converter pro 6.6 Activex Control DOS clsid access attempt	"/<OBJECT\s+[^>]*classid\s*=\s*[\x22\x27]?\s*clsid\s*\x3a\s*\x7B?\s*F4F647AD-B160-11D2-A3EF-00104BDF4755/si"
web-application-attack	ET ACTIVEX Data Dynamics ActiveBar ActiveX Control (Actbar3.ocx 3.2) Multiple Insecure Methods	"/.*\.(ini|exe|dll|bat|com|cab|txt)/i"
web-application-attack	ET ACTIVEX Data Dynamics ActiveBar ActiveX Control (Actbar3.ocx 3.2) Multiple Insecure Methods	"/(Save|SaveLayoutChanges|SaveMenuUsageData)/i"
attempted-user	ET ACTIVEX Possible EDraw Flowchart ActiveX Control OpenDocument Method Remote Code Execution Attempt	"/<OBJECT\s+[^>]*classid\s*=\s*[\x22\x27]?\s*clsid\s*\x3a\s*\x7B?\s*F685AFD8-A5CC-410E-98E4-BAA1C559BA61/si"
attempted-user	ET ACTIVEX Quiksoft EasyMail imap connect() ActiveX stack overflow vulnerability	"/<OBJECT\s+[^>]*classid\s*=\s*[\x22\x27]?\s*clsid\s*\x3a\s*\x7B?\s*0CEA3FB1-7F88-4803-AA8E-AD021566955D/si"
web-application-attack	ET ACTIVEX EasyMail ActiveX AddAttachment method Remote code excution clsid access attempt	"/<OBJECT\s+[^>]*classid\s*=\s*[\x22\x27]?\s*clsid\s*\x3a\s*\x7B?\s*68AC0D5F-0424-11D5-822F-00C04F6BA8D9/si"
web-application-attack	ET ACTIVEX EasyMail Quicksoft ActiveX CreateStore method Remote code excution clsid access	"/<OBJECT\s+[^>]*classid\s*=\s*[\x22\x27]?\s*clsid\s*\x3a\s*\x7B?\s*18A76B9A-45C1-11D3-80DC-00C04F6B92D0/si"
attempted-user	ET ACTIVEX eBay Enhanced Picture Services Control Clsid Access (1)	"/<OBJECT\s+[^>]*classid\s*=\s*[\x22\x27]?\s*clsid\s*\x3a\s*\x7B?\s*4C39376E-FA9D-4349-BACC-D305C1750EF3/si"
attempted-user	ET ACTIVEX eBay Enhanced Picture Services Control Clsid Access (2)	"/<OBJECT\s+[^>]*classid\s*=\s*[\x22\x27]?\s*clsid\s*\x3a\s*\x7B?\s*C3EB1670-84E0-4EDA-B570-0B51AAE81679/si"
web-application-attack	ET ACTIVEX FlexCell Grid ActiveX Multiple Arbitrary File Overwrite	"/(SaveFile|ExportToXML)/i"
attempted-user	ET ACTIVEX Foxit Reader ActiveX control OpenFile method Heap Overflow Attempt	"/<OBJECT\s+[^>]*classid\s*=\s*[\x22\x27]?\s*clsid\s*\x3a\s*\x7B?\s*05563215-225C-45EB-BB34-AFA47217B1DE/si"
web-application-attack	ET ACTIVEX GeoVision LiveX_v8200 ActiveX Control Arbitrary File Overwrite	"/(SnapShotToFile|SnapShotX)/i"
web-application-attack	ET ACTIVEX Gom Player V 2.1.16 Activex Command Execution clsid access attempt	"/<OBJECT\s+[^>]*classid\s*=\s*[\x22\x27]?\s*clsid\s*\x3a\s*\x7B?\s*7606693A-C18D-4567-AF85-6194FF70761E/si"
attempted-user	ET ACTIVEX Possible Gracenote CDDBControl ActiveX Control ViewProfile Method Heap Buffer Overflow Attempt	"/<OBJECT\s+[^>]*classid\s*=\s*[\x22\x27]?\s*clsid\s*\x3a\s*\x7B?\s*B69003B3-C55E-4B48-836C-BC5946FC3B28/si"
attempted-user	ET ACTIVEX Possible HP LoadRunner XUpload.ocx ActiveX Control MakeHttpRequest Arbitrary File Download Attempt	"/<OBJECT\s+[^>]*classid\s*=\s*[\x22\x27]?\s*clsid\s*\x3a\s*\x7B?\s*E87F6C8E-16C0-11D3-BEF7-009027438003/si"
web-application-attack	ET ACTIVEX HP Openview NNM ActiveX DisplayName method Memory corruption Attempt	"/<OBJECT\s+[^>]*classid\s*=\s*[\x22\x27]?\s*clsid\s*\x3a\s*\x7B?\s*A801FD2B-6FA8-11D0-BB85-00AA00A7EAAE/si"
attempted-user	ET ACTIVEX HP Mercury Quality Center ActiveX ProgColor Buffer Overflow Attempt -1	"/<OBJECT\s+[^>]*classid\s*=\s*[\x22\x27]?\s*clsid\s*\x3a\s*\x7B?\s*98C53984-8BF8-4D11-9B1C-C324FCA9CADE/si"
attempted-user	ET ACTIVEX HP Mercury Quality Center ActiveX ProgColor Buffer Overflow Attempt -2	"/<OBJECT\s+[^>]*classid\s*=\s*[\x22\x27]?\s*clsid\s*\x3a\s*\x7B?\s*CDBD9968-7BF1-11D4-9D36-0001029DEBEB/si"
attempted-user	ET ACTIVEX HP Operations Manager SourceView ActiveX LoadFile/SaveFile Method Buffer Overflow Attempt	"/<OBJECT\s+[^>]*classid\s*=\s*[\x22\x27]?\s*clsid\s*\x3a\s*\x7B?\s*366C9C52-C402-416B-862D-1464F629CA59.+(LoadFile|SaveFile)/si"
attempted-user	ET ACTIVEX HP Virtual Rooms Control Clsid Access	"/<OBJECT\s+[^>]*classid\s*=\s*[\x22\x27]?\s*clsid\s*\x3a\s*\x7B?\s*00000032-9593-4264-8B29-930B3E4EDCCD/si"
attempted-user	ET ACTIVEX Haihaisoft Universal Player ActiveX Control URL Property Buffer Overflow Attempt	"/<OBJECT\s+[^>]*classid\s*=\s*[\x22\x27]?\s*clsid\s*\x3a\s*\x7B?\s*1A01FF01-EA62-4702-B837-1E07158145FA/si"
web-application-attack	ET ACTIVEX Hummingbird Deployment Wizard 2008 ActiveX Insecure Methods	"/(Run|SetRegistryValueAsString|PerformUpdateAsync)/i"
attempted-user	ET ACTIVEX Hyleos ChemView ActiveX Control SaveasMolFile Method Buffer Overflow Attempt	"/<OBJECT\s+[^>]*classid\s*=\s*[\x22\x27]?\s*clsid\s*\x3a\s*\x7B?\s*C372350A-1D5A-44DC-A759-767FC553D96C/si"
attempted-user	ET ACTIVEX IBM Access Support ActiveX GetXMLValue Stack Overflow Attempt	"/<OBJECT\s+[^>]*classid\s*=\s*[\x22\x27]?\s*clsid\s*\x3a\s*\x7B?\s*74FFE28D-2378-11D5-990C-006094235084/si"
attempted-user	ET ACTIVEX Microsoft Multimedia Controls - ActiveX control's spline function call CLSID	"/<OBJECT\s+[^>]*classid\s*=\s*[\x22\x27]?\s*clsid\s*\x3a\s*\x7B?\s*D7A7D7C3-D47F-11D0-89D3-00A0C90833E6/si"
web-application-attack	ET DELETED COM Object Instantiation Memory Corruption Vulnerability (group 1)	"/03D9F3F2-B0E3-11D2-B081-006008039BF0|860BB310-5D01-11D0-BD3B-00A0C911CE86|E0F158E1-CB04-11D0-BD4E-00A0C911CE86|33D9A761-90C8-11D0-BD43-00A0C911CE86|4EFE2452-168A-11D1-BC76-00C04FB9453B|33D9A760-90C8-11D0-BD43-00A0C911CE86|33D9A762-90C8-11D0-BD43-00A0C911CE86|083863F1-70DE-11D0-BD40-00A0C911CE86|18AB439E-FCF4-40D4-90DA-F79BAA3B0655|31087270-D348-432C-899E-2D2F38FF29A0|D2923B86-15F1-46FF-A19A-DE825F919576|FD78D554-4C6E-11D0-970D-00A0C9191601|52CA3BCF-3B9B-419E-A3D6-5D28C0B0B50C/i"
